,text,label,span
idx,,,
70ff1369-5707-4463-b4af-398e5307194f,Masken sind für den Krankenhaus- und den Laboratoriumsbereich gedacht und genau dort (und n u r dort) gehören sie auch hin!,web1,"[0, 5]"
f2659d95-4523-471a-9a6a-9c47c3118d15,Die Grünen lassen nun „ihre bürgerliche Maske“ fallen,web1,"[40, 45]"
4a0582a5-7774-44ae-85be-81e7525c80f3,"Die Maske ist zwar puddingartig, aber super ergiebig und ich bin jetzt schon gespannt wielange die 200ml wohl halten werden.",web1,"[4, 9]"
53159402-34b7-41fb-ae49-2c402beffe5c,Eingabe der Tagesarbeitszeiten über entsprechende Masken.,web1,"[50, 55]"
932749ef-51ba-4003-bc70-4f5399ccabf0,"Konkret werden einige Hersteller benannt, deren Atemschutzmasken nicht in Verkehr gebracht werden durften: Masken des Herstellers Daddybaby; Masken der Hersteller Xin Neng Dian CTT Co Ltd. sowie Anhui Hongqing Protective Equipment (Hong Quing); Masken des Herstellers Guangzhou Runjia.",web1,"[107, 112]"
bd3fa261-20ae-4156-95c0-d8b26d7713d9,"„Der Karneval und die Bestattung haben vieles gemeinsam: Sie sind beide unabwendbar (zumindest in Köln), immer geht es um große Gefühle, es kommen viele Menschen zusammen, Masken werden aufgesetzt und fallen gelassen, es wird gesungen und vieles mehr.",web1,"[172, 177]"
d0659f41-d3a7-41bd-a8f0-c68505647de9,• Wellnessbehandlungen können mit Maske durchgeführt werden.,web1,"[34, 39]"
392624a3-28cd-41da-8417-fbe503ec0c88,"Menschen, die sich ergeben Masken aufsetzen, weil man ihnen suggeriert hat, sie seien krankmachend, toxisch für ihre Mitmenschen.",web1,"[27, 32]"
8a896fa3-9314-47d6-a05c-f95c1d0908f7,"Keine Ahnung, was in der Maske und der Essence genau dafür verantwortlich ist.",web1,"[25, 30]"
776550cf-365b-43a8-8447-2b2a820a1a57,Herby am 17.06.2020: Manche DPD Fahrer halten es nicht für nötig in dieser Zeit eine Maske zu tragen wenn sie einen Raum betreten.,web1,"[85, 90]"
6be7ec3a-e8db-44de-b9d0-c9185f30cc20,"Neueste Themen » ""Die teuflische Maske 3 D"" ( The Mask, 3 D, Kanada, 1961)",web1,"[33, 38]"
31d8df3f-14a2-4097-b8b6-2a167ddad1e8,"Vorsicht ist die Mutter der Porzellankiste und so lange es hauptsächlich bloß um Masken geht, ist das für die meisten alles harmlos.",web1,"[81, 86]"
a056a577-7f84-494b-ad8b-5fe7d1599ff3,Lasst uns die Masken ablegen um einander wirklich zu sehen und gesehen zu werden!,web1,"[14, 19]"
5f128fd6-ad86-4513-92e2-980e37212cfa,Seitdem trägt Sido seine Maske.,web1,"[25, 30]"
55933094-38f8-493e-8e88-2beae90d7b6c,"unseren Kunden stellen wir es frei eine Maske zu benutzen, empfehlen es aber weiterhin",web1,"[40, 45]"
a5acf8ab-81af-4507-a666-4be35730c96e,"Dennoch gibt es einige Menschen, die weiterhin auf die Maske setzen werden.",web1,"[55, 60]"
