,text,label,span
idx,,,
66feb11a-d3cd-4d41-8b5b-4fb21ad540dc,"Bei jeder Traube darf man sich etwas wünschen, was im nächsten Jahr in Erfüllung gehen soll.",web1,"[0, 3]"
4a62bb4f-20b6-4ba3-bb5f-713e6d877f6d,"Anschließend wünscht man sich gegenseitig ein „Frohes Neues Jahr“, stößt so wie bei uns auch mit einem prickelnden Glas Sekt an und genießt gemeinsam das schöne Feuerwerk, welches zum Beispiel in Puerto de la Cruz und in Santa Cruz de Tenerife besonders toll anzusehen ist.",web1,"[80, 83]"
01002125-7d2a-48a1-813b-b6f0e091eccd,"Bei der Note10-Reihe ist das Ladegerät für den S-Pen direkt in den Slot des Smartphone integriert, sodass er immer frisch geladen ist.",web1,"[0, 3]"
b58c85a6-8423-4e71-b6dc-fc56bf37f092,"Bei der zeitlichen Festlegung des Urlaubs sind die Urlaubswünsche des Arbeitnehmers zu berücksichtigen, es sei denn, dass ihrer Berücksichtigung dringende betriebliche Belange oder Urlaubswünsche anderer Arbeitnehmer, die unter sozialen Gesichtspunkten den Vorrang verdienen, entgegenstehen.",web1,"[72, 75]"
11abaab0-eb11-4afc-a49e-68212b51cb82,Bei Urlaubsnahme während dieser Zeit wird der Urlaub mit dem üblichen Gehalt vergütet.,web1,"[0, 3]"
6ac3fcc8-40c7-48c7-92c9-41f230915ac6,Günstige Drohnen und Quadrokopter unter 100€ finden Sie zum Beispiel bei Amazon.,web1,"[69, 72]"
debd71e2-b18d-4d61-9133-01325569bb6d,"am günstigsten schon ab 89,- Euro direkt bei DJI",web1,"[41, 44]"
b0f60e61-71a4-4118-9a97-b08f5dfb93b3,weitere Preise und Angebote: DJI Tello bei Amazon(ca ab 129 Euro),web1,"[39, 42]"
444ed061-6233-41ac-a789-80372b29aa72,Genauso aber unbegrenzter Spaß auch bei Erwachsenen und sogar Profis.,web1,"[36, 39]"
62da1ffa-f867-4606-b350-4ed15d436b92,am günstigsten hier bei Banggood,web1,"[20, 23]"
c0640a77-038b-4229-977d-c38de3f240ee,weitere Preise und Angebote: Eachine E016H bei Amazon,web1,"[43, 46]"
d95ce849-dbee-49f8-8827-60122f41d5a6,"Bei MINI-Drohnen bleibt anzumerken, dass diese eher für den Indoor-Betrieb – also in der Wohnung, im Gebäude, innerhalb von Räumen – geeignet sind.",web1,"[0, 3]"
31dfd8cb-efaa-46fe-9571-9020e0b2c993,Die GPS-Unterstützung dient für die Stabilisierung der eigenen Position – insbesondere bei Wind.,web1,"[87, 90]"
685fc6d2-02d8-4b88-814b-6c3aadc12e99,"Als bekennender Scott Kelby-Fan, war es für mich Pflicht, bei diesem Event dabei zu sein und als ich nun beim Stöbern nach neuen Büchern auf das Buch zum Seminar gestoßen bin, musste auch das in mein Bücherregal.",web1,"[58, 61]"
48bc2d75-4fa4-4814-b2a0-bf95b63a1e34,"Was mir außerdem ein wenig fehlt, sind die Kapiteleinleitungen, die mich bei den deutschen Büchern immer zum Lachen gebracht haben, aber das ist mein persönliches Empfinden und für die Qualität des Buches definitiv nicht so wichtig.",web1,"[73, 76]"
92d33163-0b11-41a3-bc28-dda16a7c5167,"Wer denkt, dass sich die Themen bei diesem Buch 12 mal wiederholen, liegt daneben.",web1,"[32, 35]"
34b052cd-4e5a-46b9-b62a-6410e7502ce3,"Vor zehn Jahren, erzielte Chris Moneymaker mit 39 US-Dollar einen Gewinn von 2.500.000 US-Dollar bei den World Series of Poker Main Event.",web1,"[97, 100]"
d8f13058-3287-4f75-8f19-745f1e315178,"Das geht nicht nur mit großen Emotionen am Spieltisch einher, sondern trägt auch dazu bei, dass Poker sich immer noch großer Beliebtheit erfreut.",web1,"[86, 89]"
fe9e6f4c-2889-4a19-8c11-600173b1a0b4,"Klar dürfen bei so einem Event auch die Fotografen nicht fehlen, die die Aktionen und Emotionen der Spieler einfangen und daher gibt es mitdiesem Artikel mal ein paar Tipps, worauf zu achte ist, wenn man ein Pokerturnier fotografieren möchte.",web1,"[12, 15]"
