,text,label,span
idx,,,
5ef1cc15-ac9b-4224-8c9e-49052a7cd25e,"Egal also, was man in dieser Hinsicht auch sucht, ein Blick in das umfangreiche Sortiment von PetMeds erfreut nicht nur den Besitzer, sondern letztendlich auch die Tiere.",web1,"[164, 168]"
1b6567db-147c-4959-88c4-32733011bbe2,"Gefahr droht der Waldschnepfe vor allem durch intensive Bejagung, denn jedes Jahr werden in Europa 3 bis 4 Millionen Tiere erlegt.",web1,"[117, 121]"
93b01b68-7beb-454d-9bf8-b825b1bd1f37,"Rote Liste gefährdeter Tiere/Pflanzen/Pilze Deutschlands, 2009 Bauer/ Bezzel/ Fiedler (2005):",web1,"[23, 27]"
1cd4f0ae-93e4-45c5-b824-377052ad6c73,So muss das erlegte Tier zum Beispiel sinnvoll genutzt werden. mehr →,web1,"[20, 24]"
c3125340-31f1-4a07-9c41-a653c4204ef1,"Noch heute kann man nördlich des Hafens in Richtung der kleinen Bucht Cala Gat die weißen, unter Denkmalschutz stehenden Langustenhäuschen bewundern, in deren Meerwasserboden die Tiere für den Verkauf gesammelt wurden.",web1,"[179, 183]"
fba34046-3cba-4752-9bd5-9ac65eed715f,"In letzterem Dorf ist etwas mehr los, da Sineu größer und für seinen Wochenmarkt bekannt ist, auf dem es auch Tiere zu bewundern gibt und als einer der schönsten Märkte auf Mallorca gilt.",web1,"[110, 114]"
4e5bac3a-a0d2-4b94-92e9-d501ae56cc4c,"Ergänzend halten die E-Scooter-Anbieter ""Tier"" und ""Lime"" Miet-Elektroscooter für eine bequeme Anfahrt bereit.",web1,"[41, 45]"
a77c61a1-9198-4a3f-805f-550c8b119cb8,Sie sind gut verträglich und besitzen vor allem eine hervorragende Wirkung; weder enthalten sie tierische Bestandteile noch werden Tiere als Versuchsobjekte bei der Entwicklung und Herstellung benutzt.,web1,"[131, 135]"
cb923955-c73b-4c71-9d63-2ab314b679aa,"Genauso wie das außergewöhnliche Tier steht Smilodox für Kraft, Ausdauer, Leistungsstärke, Instinkt und Kampfgeist.",web1,"[33, 37]"
cd18fdfb-df56-4b67-a13b-384f667181af,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
14749008-33c4-4fac-9146-1081245be72f,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
f785f414-8d61-4537-999a-8270c87c45f6,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
a03451a5-67f1-4879-8043-be4bd73f8ae9,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
a24f47da-a170-4b1e-b449-0227a3717224,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
b7874ec4-2cf3-4c7e-867b-5aae045a2a87,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
8ce475bf-f449-47f5-bdaf-3cf3c2111b06,Funktionsweise Der Hebel wird durch den Kopf des Tieres nach vorne geschoben.,web1,"[49, 53]"
63d0547d-b151-4e7d-adc1-c9f9557caf31,"Ein Teil des geförderten Wassers verbleibt auf der Oberseite der Membran und fließt in die Trinkschale, sobald die Membran beim nächsten Zayklus wieder betätigt wird, d.h. wenn das Tier den Hebel erneut drückt (Doppelhubfunktion).",web1,"[181, 185]"
38988369-cf27-46f8-a356-c36058b4f23b,Mit Hilfe eines Flaschenzuges oder eines anderen Gerätes kann jedes Tier aufgerichtet werden.,web1,"[68, 72]"
b090e45e-05a5-4b13-a322-3752dbbacd27,keine Stolperfalle für Mensch und Tier durch Schleifenbildung,web1,"[34, 38]"
70dff131-4862-4b22-9e98-d9f3dd365d7d,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
aaa50da0-3d0f-406b-a39b-b02cacf27dbc,Mehr Sicherheit: Kinder bis ca. 40 kg und Tiere,web1,"[42, 46]"
92fd645f-0967-4c9f-8672-0e5d30c0214a,Tiere und die Natur,web1,"[0, 4]"
760711a6-6799-4ab3-93a8-a63ff064f09c,"Die Eiszeit, welche diese Tiefebene prägte, hat das legendäre Tier nicht überlebt.",web1,"[62, 66]"
620da5bd-8aa5-4e5d-964b-a736391d5258,"Für die kleinen Gäste ein Spielplatz, der neben den vielen Tieren auf dem Hof, für Spaß und Unterhaltung sorgt.",web1,"[59, 63]"
df67c30f-6e19-45d2-a38c-f35790a5b65d,"Reiterspiele, Führtraining, Geschicklichkeitsparcours, Wahrnehmungsübungen, Tipps und Tricks im Umgang mit den Tieren und beim Reiten.. Anmeldung:",web1,"[111, 115]"
daeb14ed-2b18-4741-8ef0-3e38fdcdd3d4,Abends können Sie bei einer Nachtwanderung nachtaktive Tiere erleben.,web1,"[55, 59]"
ca1671d1-f417-46f3-9092-26cc03aa1f63,"Entdecken sie im Onlineshop Hanfalpin die unterschiedlichen CBD Produkte wie beispielsweise Wiesnfrucht, Blütezeit, Sommerregen und CBD für Tiere.",web1,"[140, 144]"
e98a368a-f64c-410a-ade6-a355b4fec3e2,"Im Onlineshop Pronto Care für Tiergesundheit erwartet sie eine breite, und gut sortierte Produktauswahl mit der sie ihr Tier behandeln und pflegen können.",web1,"[30, 34]"
d83363b8-c8dc-4702-992e-3b163826bb46,"Der Anspruch des Onlineshop naftie ist es, die Tiere gesund und nachhaltig zu ernähren.",web1,"[47, 51]"
7dd52f7b-7eac-4ab4-bf68-aa7c162e9792,"Der Anspruch des Onlineshop naftie ist es, die Tiere gesund und nachhaltig zu ernähren.",web1,"[47, 51]"
333b23bb-a3b6-47b6-a529-8e9582e65bba,Diese saftige und herzhafte Fleischmahlzeit eignet sich für alle Altersklassen und viele ernährungssensible Tiere (nach Rücksprache mit dem Tierarzt).,web1,"[108, 112]"
a7fea20b-e6c6-4227-b47f-54451c068f59,Wegen des hohen Jodgehaltes sollte bei Tieren mit Schilddrüsenproblemen vor dem Verfüttern tierärztlicher Rat eingeholt werden.,web1,"[39, 43]"
c026bb61-ee65-4559-8130-9c7377fa3683,"Geeignet für alle gesunden und ausgewachsenen Hunde, Katzen und Frettchen jeglichen Alters und für viele sensible Tiere nach Rücksprache mit Ihrem Tierheilpraktiker oder Tierarzt.",web1,"[114, 118]"
a568a06e-ce54-49a3-861d-b5ac7b709f57,"Geeignet für alle gesunden und ausgewachsenen Hunde, Katzen und Frettchen jeglichen Alters und für viele sensible Tiere nach Rücksprache mit Ihrem Tierheilpraktiker oder Tierarzt.",web1,"[114, 118]"
