"No.","Date","Genre","Bibl","URL","Hit"
"1","2012-12-31","internetbasiert","Hafturlaub & Tischfeuerwerk !. Down With The Sickness, 2012-12-31","https://symphoniesofsickness.wordpress.com/2012/12/31/hafturlaub-tischfeuerwerk/","Eben kommt die Schwester rein und sagt: “Ich habe gehört, sie wollen heute nach hause."
"2","2012-12-31","internetbasiert","Hafturlaub & Tischfeuerwerk !. Down With The Sickness, 2012-12-31","https://symphoniesofsickness.wordpress.com/2012/12/31/hafturlaub-tischfeuerwerk/","Das ergibt dann quasi 8 Stunden für zu hause."
"3","2012-12-31","internetbasiert","8 Lektionen die ich während meiner ersten 6 Monate als Blogger gelernt habe. Chimpify.de, 2012-12-31","https://www.chimpify.de/marketing/8-lektionen-die-ich-waehrend-meiner-ersten-6-monate-als-blogger-gelernt-habe/","Ich bin eher in der Offlinewelt zu hause und beschäftige mich tagtäglich mit Hard- und Software."
"4","2012-12-31","internetbasiert","party an silvester?. Beatrausch, 2012-12-31","https://beatrausch.com/2012/12/31/party-an-silvester/","trotzdem ist das silvester angebot natürlich ein knaller, und man sollte sich zweimal überlegen, ob man zu hause bleiben muss."
"5","2012-12-31","internetbasiert","Klaus Hart Brasilientexte. Brasilien: Waffenfabrik Taurus/Rio Grande do Sul ist viertgrößter Waffenverkäufer in den USA – jeder fünfte in den USA verkaufte Revolver ist aus Brasilien. Land mit meisten jährlichen Mord-Toten, 2012-12-31","http://www.hart-brasilientexte.de/2012/12/31/brasilien-waffenfabrik-taurusrio-grande-do-sul-ist-viertgroster-waffenverkaufer-in-den-usa-jeder-funfte-in-den-usa-verkaufte-revolver-ist-aus-brasilien/","Denn in die Parallelstaaten der Slums, wie es Soziologen nennen, wagt sich kaum jemand hinein, der dort nicht gezwungenermaßen hausen muß."
"6","2012-12-31","internetbasiert","Israelkritik wird zum Antisemitismus gemacht – Der Fall Augstein. Die Freiheitsliebe, 2012-12-31","http://diefreiheitsliebe.de/antirassismusantifaschismus/israelkritik-wird-zum-antisemitismus-gemacht-der-fall-augstein","Gaza ist ein Ort aus der Endzeit des Menschlichen. 1,7 Millionen Menschen hausen da, zusammengepfercht auf 360 Quadratkilometern."
"7","2012-12-31","internetbasiert","Pixel und Märchen. Freies Feld, 2012-12-31","https://freiesfeld.ch/2012/12/31/pixel-und-marchen/","Namenlos bleiben dafür die etwa 30`000 Anhänger der 108 Führer, die in einer Bergfeste am Moor hausen."
"8","2012-12-31","internetbasiert","Pixel und Märchen. Freies Feld, 2012-12-31","https://freiesfeld.ch/2012/12/31/pixel-und-marchen/","Unglücklicherweise haust dort ein riesiges Monster, das mir irgendwas von wegen „Du bist der Auserwählte“ vorkreischt und mich bewusstlos schlägt."
"9","2012-12-31","internetbasiert","Beziehungen. Micmox, 2012-12-31","http://www.micmox.de/blog/2012/12/31/beziehungen/","Die einen deutlich erkennbar weil gerade im Job ganz mächtig die Post abgeht, die anderen weil zu hause ein einschneidendes Erlebnis passiert oder man sehr viel Zeit mit einem neuen Freundeskreis verbringt, wieder andere dagegen kaum spürbar, weil sie seit Jahren die gleiche Tätigkeit in der gleicher Umgebung ausführen."
"10","2012-12-31","internetbasiert","Jahresrückblick. BAUFÜSICK Blog, 2012-12-31","https://baufuesick.wordpress.com/2012/12/31/jahresruckblick/","[...] wahnsinn wärmedämmung enev 2012 entwurf taupunkttabelle enev 2012 wahnsinn wärmedämmung download enev 2012 referentenentwurf fassadenbrand abgesoffener vollwärmeschutz baufüsick enev 2014 glühlampe brennende wdvs baufuesick.wordpress.com referentenentwurf enev 2012 baufuesick energiesparfarbe haus und grund energetisch sanieren wdvs kosten ndr wdvs ndr 3 burj kalifa dämmwahn fassadenbrände din 18195 download kostenlos versteckte mängel hauskauf putzreparatur brandschutz wdvs entsorgung entsorgung wdvs opake bauteile wdvs brand kosten wdvs brand wdvs feuchteadaptive dampfbremse enev 2013 sonne wolke energieflussbild deutschland 2010 recycling wdvs dohnalit wdvs recycling sonne mit wolke hylotox treibhaus eu zwangssanierung wärmedämmung wahnsinn vorsatzschale wc entwurf enev 2012 achtung beim hauskauf tecson heizölpreise schimmel infrarot reflektierende folie fassadenbrand delmenhorst brennt styropor trinkwasserschutzgesetz dohnalit holzschutzmittel variable dampfbremse wärmedämmung – der wahnsinn geht weiter berlin ritterstr.50 wahnsinn wärmedämmung ndr energieflussbild deutschland 2011 brennende fassade vorsicht beim hauskauf wdvs sondermüll wdvs brandgefahr dämmwahn ndr energetische gebäudesanierung zwang enev2012 wärmedämmung kritik dämmstoffwahn fassadendämmung brandgefahr wdvs brennt sonne und wolken vollwärmeschutz brandgefahr wahnsinn dämmung dämmwahn nicht immer macht energiesparen sinn thermoshield brandgefahr wdvs dimagb wdvs brand frankfurt deutschland verblödet heizkörperabdeckung wärmedämmung sondermüll ndr dämmwahn ir reflektierende folie wärmeverbrauch ndr wahnsinn wärmedämmung wärmedämmverbundsystem recycling ir reflektierende beschichtung 45 min – wahnsinn wärmedämmung download zwangssanierung bauleiter heizkostenabrechnung 2012 achtung hauskauf endenergieverbrauch [...]"
