,text,label,span
idx,,,
65eb5f45-f31c-491d-ac14-3928a621fba8,Warum ist das nicht passiert?,web2,"[0, 5]"
ac24a690-2bdf-4225-b769-739a277cb617,Warum musste man Teil 2 dermaßen verhunzen?,web2,"[0, 5]"
989fcb22-cda4-4cb4-b652-31dfc32d60d7,"Warum Sly, waruuuuuuuum?",web2,"[0, 5]"
892afeb1-b34a-4de7-be28-f13de7050c3b,Warum musste man Teil 2 dermaßen verhunzen?,web2,"[0, 5]"
a900bae9-86fe-4c27-8802-ffa51d259ccc,"Warum Liam, waruuuuuuuum?",web2,"[0, 5]"
f8a4c2f8-0ce8-4f66-8986-accb6b8b4314,Und warum unter anderem?,web2,"[4, 9]"
dc66d9cc-721c-472a-b56e-ba338f2b8e31,Aber warum nicht schon in jungen Jahren ab und an das Futter ändern?,web2,"[5, 10]"
3279983a-17a4-4e30-96dd-78809627fb5b,"Warum sollte man eine Straße mitfinanzieren, wenn wir als Wirtschaftsakteur keine Interessen in der anzubindenden Region haben.",web2,"[0, 5]"
2dda35c7-c31a-486c-a596-9275120acee4,"Ich hatte unzählige Stunden seine Sorgen und Nöte angehört und ihm versucht zu erklären, warum es so schwer ist.",web2,"[89, 94]"
a39b81cf-9193-4950-997d-f47426528a9a,"Und wenn mir nun jemand sagt, dass das neue Jahr hoffentlich ein besseres wird, dann frage ich nach dem Warum.",web2,"[104, 109]"
1b72a6e0-b1fa-4177-b6ae-0a53fddb189b,"Ford Ka, die Knutschkugel.Ich weiß nicht warum, aber ich fühl mich in der kleinen Kiste einfach wohl.",web2,"[41, 46]"
bf26e90e-d478-4608-a333-fb211e8ce491,"tja die gute Gabi kann jetzt gar nicht verstehen, warum Steffi die böse Bella in Schutz nimmt . . . macht ja auch irgendwie gar keinen Sinn",web2,"[50, 55]"
c382eadf-fadf-4822-ab1d-773d277651ad,"Frag Dich nur, warum Dein Ex-Anwalt seine Bella-Fiction nicht weiterspinnt.",web2,"[15, 20]"
b6df9708-c124-457a-9683-f751f004e8ca,Warum lediglich eine Ali dieser abstrusen These anhängt.,web2,"[0, 5]"
32a73e13-3d16-4784-8814-d2ae66d05006,"Frag Dich nur, warum Dein Ex-Anwalt seine Bella-Fiction nicht weiterspinnt.",web2,"[15, 20]"
8d856018-02fc-437f-91bd-6a5e225afb9e,Warum lediglich eine Ali dieser abstrusen These anhängt.,web2,"[0, 5]"
c3e2435a-647d-45c9-b1fc-eaeaa5b5c9f1,"Wenn es sich doch anbietet einen Job zu machen der Spaß macht – ja gut nicht immer zu 100%, aber hinterher kann man doch stolz drauf sein – und dieser dann noch ersaztweise, alternativ zum sonstigen Training zu gesehen werden kann, warum sollte man(n) ihn nicht machen ?",web2,"[232, 237]"
9fb33072-6625-423d-8bf4-915e9ec450aa,"Natürlich schauten die Leute nicht schlecht, dumme Kommentare eingeschlossen „ja damals als ich noch so jung war“/ „warum tust du dir das an ?“.",web2,"[116, 121]"
d92eeb0c-1db5-4804-98fc-d0ddc9543f8e,Natürlich auch ein Grund warum ich nicht so schreibwütig war.,web2,"[25, 30]"
bbb1d756-2513-475d-95e1-28cd565b61de,Warum das so war kann ich nicht mal so genau sagen.,web2,"[0, 5]"
044a35ea-875a-4285-a8d1-66b90230796b,Warum aber ist das Thema nicht beendet ?,web2,"[0, 5]"
58d65603-35a0-4549-9866-1193632648e5,Eine weitere kurze Demonstration zu dem rückwärtigen Ausweichen gleichzusetzten mit rückwärts gehen im/ mit Zenkutsu- Dachi und einem direktem Vergleich zur Vorwärtsbewegung mit gleicher Stellung zeigte schnell warum es so ist.,web2,"[211, 216]"
2b895512-50f2-4295-9939-82192441f767,Und warum ist es so wichtig bei ...,web2,"[4, 9]"
b60b1e3c-7221-442a-a374-910dbca389f9,Und warum ist es so wichtig bei wichtigen Angelegenheiten mit dem Partner einer Meinung zu sein?,web2,"[4, 9]"
454706be-fdec-432c-b46d-a7b56c60f344,"Sie mag ich jedoch weniger als Skulduggery, warum kann ich gar nicht sagen.",web2,"[44, 49]"
31cf4f38-1961-4f10-9404-1d13c1c079d5,"Erst als ich mit dem Jammern, Anklagen und Verurteilen aufhörte, und anfing mich eingehender mit den ‚W‘ – Fragen ( warum, weshalb…) zu beschäftigen, kamen wie aus dem ‚Nichts‘ hilfreiche Antworten in Form von Begegnungen, Büchern, Synchronizitäten aller Art.",web2,"[116, 121]"
531b2ac9-b556-47c8-a37a-54daa812803f,"Erst als ich mit dem Jammern, Anklagen und Verurteilen aufhörte, und anfing mich eingehender mit den ‚W‘ – Fragen ( warum, weshalb…) zu beschäftigen, kamen wie aus dem ‚Nichts‘ hilfreiche Antworten in Form von Begegnungen, Büchern, Synchronizitäten aller Art.",web2,"[116, 121]"
a577b8ee-bc70-4514-b69d-343ac5ada5c1,"Mir wollte nie einleuchten, warum ich ausgerechnet diesen Tag mit anderen Menschen verbringen muss; es hat mich sogar immer ungemein gestresst zu wissen, dass es von mir erwartet wird.",web2,"[28, 33]"
69313f76-aa57-4927-bca9-3ffd5320ac29,"Ich könnte hier jetzt viel darüber schreiben, was ich in dieser Hinsicht alles erlebt habe und warum das einzige Silvester, das ich mal alleine zu Hause verbracht habe das beste überhaupt war, aber darum geht es nicht.",web2,"[95, 100]"
c399430d-bae5-4b2a-8814-4718dcf2a96f,"Weil Silvester ist und ich einfach nicht verstehe, warum man ausgerechnet zu Silvester möglichst viele Menschen treffen und glücklich sein muss.",web2,"[51, 56]"
c4422432-5400-469e-b341-4f99e4ffaea2,"Darin enthalten war außerdem ein Brief mit der Erklärung, woher das Heu stammt und warum es so besonders ist.",web2,"[83, 88]"
da62ea9b-04f4-4951-88f1-5e4bfa4d35e2,"Im Nachhinein weiß ich gar nicht, warum ich das so lange nicht getan habe, denn jetzt möchte ich mehr davon.",web2,"[34, 39]"
a96033b8-45f1-4d1f-a1a1-d3fc9081fb7b,Warum eigentlich?,web2,"[0, 5]"
d773ace0-be6c-4162-90a1-8b0661313d79,Warum eigentlich?,web2,"[0, 5]"
bd726ecf-7050-4870-881f-266a23a04f67,Aber warum eigentlich?!,web2,"[5, 10]"
c20289d9-7f82-4561-a3b1-b1e62efba033,Aber warum eigentlich?!,web2,"[5, 10]"
7df08a1b-fb30-4dfb-a2ec-ee1c477be441,Warum?,web2,"[0, 5]"
77d5aecb-0a6a-4c70-a0fe-5488d7a6b4f3,"Warum die Schlange eine geradezu absurde Länge annahm, obwohl doch morgen gar nicht Weihnachten ist, und die Menschen von der irrwitzigen Hoffnung angetrieben wurden, dass ihr Päckchen noch pünktlich zum 24. eintrifft, wurde mir dann klar, als ich soweit vorne stand, dass ich die Diskussionen am Schalter mitverfolgen konnte.",web2,"[0, 5]"
82844cb3-c368-45be-a51a-e77e2e913ce8,"Nudge – Richard H. Thaler, Cass R. Sunstein, Christoph Bausum Warum um dieses Buch solch ein Aufheben gemacht wurde, ist mir unerklärlich.",web2,"[62, 67]"
bc3b79b1-8607-4d0a-b01c-853b8b15dfd1,"Selbst dann finde ich es wichtig, der bisherigen Zeit Wertschätzung entgegen zu bringen und – warum auch nicht? – eine Freundschaft gut abzuschließen und sich für die Zukunft alles Gute zu wünschen.",web2,"[94, 99]"
77739cbb-5931-4e94-bd6c-ea9a0a996e81,"Entfernt man den Einband komplett, so ist zu erkennen, warum das Artbook Color Walk heißt.",web2,"[55, 60]"
75e95748-e61a-40cf-84df-3870ec2e0397,Was soll ich sagen … ich glaube ich verstehe nun warum es nicht erlaubt ist eine Handfeuerwaffe mit auf die Post zu nehmen.,web2,"[49, 54]"
f9293715-079c-44c1-bcc8-90246e3b2785,Und warum Schaden gut machen?,web2,"[4, 9]"
edc37e51-b890-4379-bf0f-e2c99769460c,"Ähm, Marthe zu deiner Änderung, warum sollte ein OFR jetzt schon zwei Schöffen benennen wenn es keine Anhörung gibt?",web2,"[32, 37]"
16d0f597-f73e-4511-9b58-98978be6a9b7,Warum?,web2,"[0, 5]"
1bd0fe37-99a6-4922-b823-14bb10723d8e,"Warum ""Extended Comfort""?",web2,"[0, 5]"
f539567e-ca30-4a92-b1ae-f49af80f4f21,"Wohl auch mit einer der Gründe, warum ich im vergangenen Monat deutlich unvorsichtiger geworden bin.",web2,"[32, 37]"
f5cbadc3-70c6-42e5-bb25-3276ccf67222,"Wie war es, was war und warum überhaupt?",web2,"[24, 29]"
660ca30f-5c23-442c-b145-312c76e13ea1,Warum?,web2,"[0, 5]"
c5196f5d-3259-4948-a5d2-228cdf704701,Lucien Favre: Warum Xhaka in Mönchengladbach auf Granit beisst,web2,"[14, 19]"
d753976c-6c56-403a-9b49-71d84fa03138,"Daraufhin ging er zu seinem Trainer und bat ihn, das ganze Team zusammenzurufen, damit jeder erzählen konnte, warum es gut ist, in die Schule zu gehen.",web2,"[110, 115]"
3c18cdff-3322-4082-82e5-a0735e9e37f2,Warum eine Kirche besetzen?,web2,"[0, 5]"
abd68378-41d4-45ad-b673-46c35a4ddd88,"Ich frage mich schon lange, warum bitte gibt es keine Scheidungskollektion, aber 100 Millionen Brautkollektionen.",web2,"[28, 33]"
219e8cd3-3fa3-44d3-847b-30ced52cf068,"Ich frage mich schon lange, warum bitte gibt es keine Scheidungskollektion, aber 100 Millionen Brautkollektionen.",web2,"[28, 33]"
