,text,label,span
idx,,,
efd6dfa5-0a02-43c0-b8b9-aec6d63a9b51,"In Camelot versammeln sich Ritter, Adelige und Schaulustige aus aller Gegend, um am großen Turnier Prinz Arthurs Geburtstag teilzunehmen, doch der Prinz ist verschwunden und die Feierlichkeiten pausieren, bis er gefunden wird.So mancher soll ihn in zerlumpten Kleidern gesehen zu haben, aber kann man dem Dorfgeschwätz glauben?",web2,"[229, 235]"
e7f7f0ee-58e7-4bed-b8f1-957cfa882114,"Manche nennen das Beteiligungsgesellschaft, andere Sponsering.",web2,"[0, 6]"
c556ff79-62ef-471f-96af-5091acba88bd,"Manche dachten, dass sie dadurch ein wenig mehr ins Licht der Fußballöffentlichkeit treten würde.",web2,"[0, 6]"
1c77aa15-e1b6-4944-9bf5-62cc25b9bea5,Bei manchen Kommentaren fühle ich mich an folgenden Werbespot erinnert: http://www.youtube.com/watch?v=skY4nddl5q0,web2,"[4, 10]"
a973f270-9ed0-4ea0-a476-5c4f723d5675,"So mancher Mensch schlägt alle Ratschläge in den Wind, ernährt sich ungesund und wankt ungeimpft und ungeschützt durchs Leben.",web2,"[3, 9]"
4573970a-afa0-4242-b4cd-39b494be6afe,Manches was so geplant und damit vorhersehbar war und eben auch so eingetreten ist.,web2,"[0, 6]"
383b7a35-2767-4ebe-9cea-d6bd5a1f46eb,"Manch anderes, was nicht zu erahnen war und mich manches Mal umgehauen hat.",web2,"[49, 55]"
e83d5195-0f7d-41be-adc3-66a28a3d6a2c,Mit seiner selbst erklärten Schnusseligkeit lebt er gut und hat es wohl im Leben leichter als manche andere.,web2,"[94, 100]"
44346e9f-02d5-4dc1-962f-35e5747e5770,Mit seiner selbst erklärten Schnusseligkeit lebt er gut und hat es wohl im Leben leichter als manche andere.,web2,"[94, 100]"
58d51af1-aa73-43fb-aeff-952c8aa85cb7,"Ich hatte schon ziemlich früh im alten web.de Ratgeber gemerkt, dass manche User versuchten die Identität hinter den Nicks zu knacken.",web2,"[69, 75]"
4eae1f9d-8e51-4bd4-9176-b4cdfcf5bfce,"Ich hatte schon ziemlich früh im alten web.de Ratgeber gemerkt, dass manche User versuchten die Identität hinter den Nicks zu knacken.",web2,"[69, 75]"
60aaac9a-6252-4f3e-a370-6cf6776fdb1c,"Deine Recherchen im Teil IV zum Realitätsbezug von Mollath´s Schreiben, die vor allem einer Wahnhaftigkeit in den Schreiben von Mollath widersprechen, haben mir besonders gut gefallen! (auch wenn ich in manchen anderen/sehr wenigen Punkten anderer Meinung bin).",web2,"[203, 209]"
78b05745-a7a4-4d5b-b816-63a3fd8ec85b,"Deine Recherchen im Teil IV zum Realitätsbezug von Mollath´s Schreiben, die vor allem einer Wahnhaftigkeit in den Schreiben von Mollath widersprechen, haben mir besonders gut gefallen! (auch wenn ich in manchen anderen/sehr wenigen Punkten anderer Meinung bin).",web2,"[203, 209]"
49bf1baa-5b82-4f77-8309-110389dcbbe5,Etliche Ergebnisse der Hirnforschung kann man auch als Audio-Beitrag oder Youtube-Video ansehen und manches dabei neu lernen.,web2,"[100, 106]"
443bd9ea-45bf-4bb0-b8a1-6dfcc9484af0,"Dieses besondere und magische Jahr hat manchen, scheinbar schönen Schein entzaubert und dahinter den hässlichen Bastard der Realität – ungeschminkt und unverblümt – ans Licht gezerrt.",web2,"[39, 45]"
8bfdcc22-6356-4497-81df-95486161be84,"An manchen Stellen erfahren wir etwas mehr als Stephanie und Skulduggery, über den Gegenspieler zum Beispiel lernen wir mehr als die beiden, zumindest früher.",web2,"[3, 9]"
24437fee-2e9d-48a4-bfd2-a774d1ee6681,"Manche Menschen versuchen vor diesen Zuständen mit Süchten zu flüchten, jedoch funktioniert das nur so lange, wie der Rausch anhält.",web2,"[0, 6]"
c32968f7-23da-4d71-b4e3-793fd2a02091,"Auch wenn manche Menschen die 13 als eine „Unglückszahl“ sehen, so ist sie in Wahrheit eine Glückszahl.",web2,"[10, 16]"
9c9667d3-0051-4097-9dfe-cda18d20cb46,"Manche Menschen versuchen vor diesen Zuständen mit Süchten zu flüchten, jedoch funktioniert das nur so lange, wie der Rausch anhält.",web2,"[0, 6]"
635c0cc1-6b10-4180-bafb-0f184b5c657b,"Auch wenn manche Menschen die 13 als eine „Unglückszahl“ sehen, so ist sie in Wahrheit eine Glückszahl.",web2,"[10, 16]"
5d326db8-6187-4cb9-b276-123e5740fc2b,"Doch eben dies soll um manches wirkungsvoller sein, als sich viel zu abstrakte Ziele zu setzen.",web2,"[23, 29]"
d27d3b5a-2769-402f-a636-4408c9850a8f,Und wie “aus Versehen” sind manche Menschen dabei dann auch noch glücklich.,web2,"[28, 34]"
0f5ea1ac-9c1b-4f6d-9a60-e73a135ca5d4,"Trotz mancher Bedenken und auch gelegentlich ganz konkreter Angst in brenzlichen Situationen überwiegt letztlich doch immer wieder die Solidarität und selbstgewählte Verpflichtung, durch ganz konkrete, kleine Schritte zu helfen, die Lebenssituation der Menschen im Kongo zu verbessern.",web2,"[6, 12]"
a5ae802a-d9ae-42b8-ba2f-af1a7b470b53,In der Kinderklinik in Laba Impini ist dank der Hilfe von Spes Viva schon so manches „Christkind“ an einem 24.12. zur Welt gekommen.,web2,"[77, 83]"
aa3f3492-e061-481f-b1b9-396ecef0dade,Nicht nur so manches Christkind wurde dort geboren.,web2,"[13, 19]"
33a5eb87-db21-4303-b6b7-abac036b894c,Und so gleichen sich manche Aussagen erstaunlich.,web2,"[21, 27]"
5c0b0efe-602d-4a74-b352-1dc7f76f62d9,"Diesmal nicht nur als Kämpfer für die Meinungsfreiheit, sondern als proaktiver Verteidiger gegen einen Raketenangriff, den manche für Spaß halten, andere für lästig.",web2,"[123, 129]"
cea2ffeb-8401-41a4-9075-1e8dea0067c9,"Vieles Gute, manches Ordentliche, aber nichts Außerordentliches war dabei.",web2,"[13, 19]"
114ffd17-3dff-4eb6-b3ba-b7b618364aac,Mancher Biologe spricht sogar von einer „Affenplage“.,web2,"[0, 6]"
5aeebcad-776a-4c56-b09b-eb443907e76a,Mancher Biologe spricht sogar von einer „Affenplage“.,web2,"[0, 6]"
8bef7629-e655-438c-939d-582af6bd924b,"Wir haben viel gelernt, wurden in manche Kräuterkunde eingeweiht und hatten irgendwie immer eine Menge Spaß.",web2,"[34, 40]"
6c4e0c7d-782f-4309-a6c2-e8ae3938af08,"Manche Kommunen, vor allem mittelalterliche Städte mit verwinkelten Gassen und historischer Fachwerksubstanz, haben Feuerwerkskörper aus ihren Altstädten verbannt.",web2,"[0, 6]"
d9dc1fce-0ad7-4622-bced-2d611c45128b,Zu manchen Bildern gibt es noch eine Kurzbeschreibung mit zusätzlicher Mini-Schwarz-Weiß-Abbildung.,web2,"[3, 9]"
6ec64206-ae78-4e49-9aa3-d6ba99aab86b,Nur manche Menschen haben schädliche Absichten und die bedienen sich auch facebook.,web2,"[4, 10]"
41313a37-4785-4e04-93e6-49887e47f1aa,"Ich finde sowas ja Quälerei, aber die Menschen finden das alle toll und dann sagen manche sogar:“Ooooh“ und „Aaaah“, und dann sind sie fröhlich.",web2,"[83, 89]"
f69a41f8-4d25-4cda-84a2-4f3f2f22c225,"Möglicherweise tritt so mancher Segler in Zukunft auch nur dem Verein bei, um beispielsweise Rabatt in der Marina auf Porto Santo u.a. zu bekommen.",web2,"[24, 30]"
b2e7c061-0b6b-443e-bbb2-a9b45f74bbec,"Ich war manches Mal im Kino, aber so der richtige Knaller war eigentlich nicht dabei.",web2,"[8, 14]"
