,text,label,span
69026b72-2d73-4b27-b5f7-2535e7bd3635,Nein...hab nachgeschaut: war Bethofens Virus wie bei der Rückblende XD,web2,"[39, 44]"
491fed5c-8d5b-4269-8c53-5d8652f841f5,"Beim Gen-Doping wird ja quasi ein Virus in den Körper geschleust, der sich dann im Zielorgan festsetzt und das Gen manipuliert.",web2,"[34, 39]"
b414c2e9-302f-45f9-b599-c1c6286f32a8,Herpes (hsv - herpes simplex virus),web2,"[29, 34]"
618bb46a-431a-45b4-b9dd-251ea507fcb6,"19. August 2011 | Posted in Viren, Würmer und Schädlinge | Tagged DHS, Stuxnet, Virus |",web2,"[80, 85]"
bb7167ac-961a-48e3-909c-702c6ac2bf81,"In der Studie zeigten sie, dass übergewichtige Kinder, die sich das Virus – das normalerweise Atemwegserkrankungen auslöst – eingefangen hatten, rund 15,8 Kilo mehr wogen, als Kinder, die keine Antikörper des Virus im Blut hatten.",web2,"[68, 73]"
cd6a3eaa-91d3-4612-b7b7-936796c081a4,"Bakterien, Pilze, Viren oder auch Zelllinien sind essentielle mikrobielle Ressourcen für die Forschung.",web2,"[18, 23]"
d6b4d688-62bf-410d-a01a-e5d3a26004cc,"Das Immunsystem unseres Körpers erkennt und bekämpft tagtäglich unzählige Eindringlinge – Bakterien, Viren, Pilze und Parasiten.",web2,"[101, 106]"
efcbdff1-c380-454d-ab82-9b4914610327,"„Viele Menschen mit chronischer Hepatitis C Genotyp 1, die bereits behandelt aber nicht geheilt wurden, warten schon lange auf eine neue Arznei, die eine wirklich bessere Chance bietet, das Virus zu beseitigen“, sagt Prof. Dr. Stefan Zeuzem.",web2,"[190, 195]"
b71ee14f-7d48-4522-a6fd-859d3442982c,"Diese sind in der Lage, Viren zu erkennen und locken T-Zellen des Immunsystems in die Schleimhäute, über die die Viren eindringen.",web2,"[24, 29]"
efc3f652-5c91-4023-85e3-a2373f190bb0,"Und übrigens auch unter Ubuntu gibt es Viren, nur sie sind nicht so verbreitet.",web2,"[39, 44]"
460f9427-0cb1-4a3d-a6ae-42f45d11830d,"Zwölf Arbeitgruppen der MHH, drei Arbeitsgruppen des Twincore Zentrums und zwei Arbeitsgruppen des Helmholtz-Zentrums für Infektionsforschung in Braunschweig untersuchen dazu die Überlebensstrategien verschiedener Bakterien und Viren im Wirt.",web2,"[228, 233]"
1b5eb8d7-ae39-44f6-8f9e-97a4f327ab9d,Cookies richten auf ihrem Rechner keinen Schaden an und enthalten keine Viren.,web2,"[72, 77]"
417e6d70-d2f7-4b92-bd27-1f982c0063d8,"Bei dieser neuen Technologie werden chimäre Partikel (chimäre virus-like particles – CVLP) hergestellt, das heißt, dass sie aus Partikeln zwei verschiedener Viren gebildet werden.",web2,"[157, 162]"
dc0ac5f7-9b23-4991-adb1-e0bd6315c64d,"Wie wichtig ist die Sicherheit im Internet, Wie kann ich meinen PC vor gefährlichen Viren, Malware, Spyware etc. schützen.",web2,"[84, 89]"
fc98a4e8-bc16-4bf0-bf6c-02b6dfde00c2,"Daher werde ich zur Ärztin meines Vertrauens gehn und jetzt erst mal zu Hause bleiben, statt meine Viren auch noch großzügig im Büro zu verteilen.",web2,"[99, 104]"
dbcbe781-7521-463a-b1bc-67cc82294b41,"Folgende Domains gibt es im Moment, welche als Virus im Chatfenster ankommen:",web2,"[47, 52]"
e5b1c7ca-dc27-48d8-b228-c618494f53b2,Ständig aktuelle Informationen über die neuesten Viren finden sich im Weblog des “F-Secure Antivirus Research Teams” unter der Internetadresse www.f-secure.com/weblog.,web2,"[49, 54]"
c365b5b4-26a0-4659-9d7c-5bc8eed10fae,"Auf Kundenwunsch versucht Virus zu entfernen, Virus entfernt, danach läuft Betriebssystem fehlerhaft.",web2,"[26, 31]"
db23b803-2d13-4edf-9fe8-530451452cef,"Falls es mal wieder Probleme mir Viren oder ähnlichen Krankheiten gibt, hier die Links zu den Rettungs-CDs von Microsoft und AVG.",web2,"[33, 38]"
72e71ff1-6da3-4a15-9b53-a94b34719ecc,"„Die mit Viren infizierten, sterbenden Körperzellen selbst, läuten die Alarmglocken für die Killer T-Zellen.“, erklärt Prof. Löhning.",web2,"[9, 14]"
8a43d5a9-da3d-43bc-acae-5ac4ff61513b,Eine Virus kann man mit einem Parasitenvergl,web2,"[5, 10]"
b3c4fecb-d717-41a8-af3c-9b8f11a75c0e,"Die Schwierigkeit dabei ist, dass mehrere Bakterien und Viren infolge des hohen Antibiotika- Konsums multiresistent werden.",web2,"[56, 61]"
7aeccb77-4102-4ae0-9b82-d1115a703165,Ich hab das Virus auch!!!!;),web2,"[12, 17]"
1467476d-df41-46a8-a132-524b5cddb1ce,"So bietet etwa das Heise-Portal eine regelmäßig aktualisierte Themenseite „Viren“, und c’t hat eine Liste mit Antworten zu den häufigsten Fragen zum Virenschutz zusammengestellt.",web2,"[75, 80]"
ef77a4d4-bec8-43cd-931a-bff55b3df288,"Inzwischen sieht Israel sich keinem Iran mehr gegenüber, der verzweifelt bemüht ist, zwischen Stux Net Viren und ermordeten iranischen Nuklearphysikern sein Uran ein paar Prozent weit anzureichern.",web2,"[103, 108]"
ce8304b3-70d9-4645-a81d-a71f58c256ae,"Dazu gehören insbesondere die Bestimmung des Genoms und die Aufklärung der Genorganisation des Poliovirus, die Entdeckung eines neuartigen Modus der Proteintranslation, die erste zellfreie Synthese eines Virus in einem Extrakt nicht-infizierter Zellen, und die erste de novo Synthese eines Organismus (Poliovirus) ohne Beteiligung einer natürlichen Matrize.",web2,"[204, 209]"
e4eb1c71-c16e-4222-876b-0392a77fe644,"Je früher die antivirale Therapie eingeleitet wird, desto weniger Viren können sich im Körper ausbreiten und den Organismus schädigen.",web2,"[66, 71]"
aaebb3a4-2f44-44e1-970d-a9019fa2de82,Sie führen keinen Code aus und enthalten keine Viren.,web2,"[47, 52]"
